policy,bucket,prompt,input_tokens,generated_tokens,prefill_delay_ms,decode_delay_ms,ttft_ms,decode_time_s,total_time_s,tokens_per_sec,ms_per_token,tbt_mean_ms,tbt_p50_ms,tbt_p90_ms,tbt_p95_ms,energy_prefill_j,energy_decode_j,energy_total_j,energy_per_token_mj,avg_power_w,edp,peak_mem_mb,throttle_level
static,long,"Web search results:

[1] ""Writing a summary is a great way to process the inform...",420,128,5.0,5.0,623.8829884678125,5.979155516251922,6.603286724537611,19.384286241025386,51.588177535450086,47.079098696901106,46.93158529698849,47.3093181848526,47.44049031287432,40.585102081881836,501.8035838283664,544.429466264912,4253.355205194624,82.62033079847907,3595.0238670341905,4161.00634765625,light
static,short,Write a business proposal for the need of an IT intern for a semi-conductor manu...,21,128,5.0,5.0,99.75310787558556,6.1655786875635386,6.2654242888092995,20.429582116030247,48.94862725632265,48.54699939958692,46.58305086195469,47.19768576323986,51.52335911989211,4.420762387834489,510.25293013860005,516.4432672155313,4034.713025121338,82.459392,3235.7361902042207,4079.56494140625,light
static,medium,"async get\_file\_type(file\_name: string): Promise {
 const file\_type\_extensio...",238,128,5.0,5.0,415.13151302933693,6.301673891022801,6.7170541025698185,19.055972759104264,52.47698517632671,49.61864804247703,46.87131568789482,47.381601855158806,47.51998111605644,29.94415562219359,516.1741273135366,547.8052655803422,4279.728637346423,81.57948507462685,3679.6376065757863,4123.1005859375,light
static,short,"now a similar, more gracile, closely-related one",14,128,5.0,5.0,118.52199584245682,6.467742478474975,6.586394675076008,19.434000893443706,51.45620839903131,50.92628090459061,46.64206877350807,47.384846583008766,55.47472201287743,5.800870802771301,566.9689733052393,574.2135210134489,4486.04313291757,87.4996221374046,3781.9968771596255,4078.27587890625,light
static,long,covert this into instagram text video reel which will have a bacground song'How ...,426,128,5.0,5.0,710.8946405351162,5.979552237316966,6.690695254132152,19.131046197470678,52.271056672907434,47.08221861285957,46.908607706427574,47.34336398541927,47.43919726461172,56.70604480222054,499.24762091789114,557.6675552726751,4356.777775567774,83.64101872659177,3731.183665446367,4162.27490234375,light
static,medium,"Now I get this:
UDP server listening on 0.0.0.0:50055
Received 8 bytes from 10.1...",178,128,5.0,5.0,377.1295119076967,6.1267639603465796,6.504148077219725,19.679748751156218,50.8136568532791,48.24140708981536,46.86478339135647,47.28331230580807,47.427549213171005,21.822971093487922,504.6744659126382,529.9478126313211,4140.217286182196,81.88790347490347,3446.859046552806,4110.27294921875,light
static,long,Below is some data from a file. What file format do you think this data is from?...,1019,128,5.0,5.0,180.61837181448936,5.909581994637847,6.090292815119028,21.017051870189658,47.58041261811741,46.531312314309474,46.720072627067566,47.077399119734764,47.15769700706005,8.73779329127632,584.5880775859487,596.8730059806742,4663.070359224017,98.24265020576132,3635.1313798625965,4288.240234375,light
static,medium,Please write a program which asks for tomorrow's weather forecast and then sugge...,291,128,5.0,5.0,434.948505833745,6.117883402854204,6.553069114685059,19.532832289706697,51.19585245847702,48.17147544167173,46.87089845538139,47.280601784586906,47.37215284258127,31.35306425460242,507.07145095592733,540.2095082635899,4220.386783309296,82.81262068965518,3540.030244061334,4133.72998046875,light
static,short,"the last response got cut, could you generate again the javascript file?",17,128,5.0,5.0,134.08342748880386,6.218009036034346,6.352184625342488,20.150547811430886,49.62644238548819,48.95986907008126,46.61399871110916,47.38671816885471,60.86672469973549,7.273185085475445,564.3837133254325,574.0994795051879,4485.152183634281,90.77312252964427,3646.7858871299795,4078.82861328125,light
static,long,"You are AdventBot, a chatbot that solves small coding puzzles from Advent of Cod...",462,128,5.0,5.0,598.5187701880932,5.950932273641229,6.549656560644507,19.543009441002564,51.169191880035214,46.85689555847738,46.86453193426132,47.28044904768467,47.32436668127775,43.73468647329789,503.0897706263056,548.5043591292986,4285.190305697645,84.07847892720307,3592.5151743133215,4170.6689453125,light
static,medium,"having this documentation site structure, how would you organize this better for...",255,128,5.0,5.0,464.6411556750536,6.991536848247051,7.456427711993456,17.166397227202452,58.253341499948874,55.05060441205351,56.69310875236988,56.98773041367531,57.33497031033039,34.26526992392633,557.3341254477846,594.0009122663978,4640.632127081233,79.99752525252525,4429.124863172562,4127.05859375,light
static,long,Please make the following this to a dialogue for me as a chairman and Dr.Hasan a...,490,128,5.0,5.0,617.1600446105003,5.974683836102486,6.592074727639556,19.41725561200265,51.50058380968403,47.04391662999401,46.70914262533188,47.15246558189392,47.29903694242239,47.808284605579445,505.9729483695552,556.0035212345329,4343.777509644788,84.54360076045627,3665.216760808767,4176.1513671875,light
static,short,I have significant teeth overbite which makes it difficult for me to quickly and...,32,128,5.0,5.0,178.81686612963676,6.2112383749336,6.390162402763963,20.03078981915008,49.92314377159346,48.90655580996059,46.69673182070255,47.61515483260155,67.2729983925819,10.619298013185151,568.0695785865923,580.7426674614734,4537.052089542761,91.10438039215687,3711.0399592931617,4081.58935546875,light
static,medium,You are a professional developer that builds very robust SAAS. You are also an e...,222,128,5.0,5.0,441.54826924204826,6.347708655521274,6.789854761213064,18.851655079751918,53.045740321977064,49.98112821907509,46.86991684138775,47.31411524116993,47.930969670414925,30.315902057923374,519.8265384877436,551.901530760807,4311.730709068805,81.5001992619926,3747.3312363570435,4120.3427734375,light
static,medium,"cs3492 Based on the syllabus outlined below, Write multiple choice questions and...",147,128,5.0,5.0,333.2942984998226,6.2188217882066965,6.552279459312558,19.535186311090172,51.18968327587936,48.96627517607738,46.869225800037384,47.333814948797226,50.411516614258275,23.431142953605388,508.09792446156126,534.0326027635299,4172.129709090077,81.6678429118774,3499.1308536907,4104.68798828125,light
static,medium,"hi could you pleasse help me, i need to send an email this is the information , ...",165,128,5.0,5.0,314.61687199771404,6.217919362708926,6.5327116549015045,19.593701170625124,51.036809803918004,48.95916095692811,46.96037247776985,47.37778715789318,54.177297465503194,21.404687756426632,511.06764852362124,534.734617642302,4177.614200330485,82.08283846153846,3493.2670689511665,4107.93115234375,light
static,long,I am a product designer. My company is a one-to-one online tutoring platform. We...,1059,128,5.0,5.0,190.16790390014648,5.91455078497529,6.104812350124121,20.967065432797053,47.69384648534469,46.57045539145864,46.74816131591797,47.12165221571922,47.234330140054226,18.088103159688412,612.310133552229,635.5849314650093,4965.507277070385,104.65139094650206,3880.1267391603815,4298.34521484375,light
static,short,I wrote a script to run on a website. I run it in the chrome console. What's the...,33,128,5.0,5.0,199.48240369558334,5.994292486459017,6.19386793486774,20.665600452899103,48.389593241154216,47.19831624368983,46.693263575434685,47.205160558223724,49.600685574114294,13.413126784983092,517.1437182613117,533.5564622922075,4168.409861657871,86.54587449392712,3304.7782632331723,4081.77392578125,light
static,medium,"Okay so the browser console says it has posted successfully...

Token being sent...",219,128,5.0,5.0,507.23716616630554,6.248312432318926,6.755797687917948,18.946689334542224,52.77966943685897,49.19847329770486,46.95739597082138,47.27504663169384,47.51398637890816,37.694418054408395,511.71328610075454,551.2444766751519,4306.597474024624,81.98188104089219,3724.09616099953,4118.794921875,light
static,long,where in this code should the exploration/exploitation 'recommend\_items' functi...,1086,128,5.0,5.0,185.3966899216175,5.9196719620376825,6.105160370469093,20.965870220074997,47.69656539428979,46.610712741068966,46.81888595223427,47.2008191049099,47.2682673484087,11.272108195083216,586.0867975426336,601.4385071199443,4698.738336874565,99.00244444444444,3671.878538942778,4303.10791015625,light
static,medium,I am a digital marketing agency and looking to create an shared mailbox for my b...,85,128,5.0,5.0,203.8118578493595,6.1204147431999445,6.324354164302349,20.23922074486161,49.4090169086121,48.19141205136231,46.77192494273186,47.27654941380024,60.759240388870154,11.600994661822916,505.4586619873559,519.0698037403347,4055.232841721365,82.44248412698413,3282.7812748487886,4092.25,light
static,long,Please summarize this data with the highest quality data: The consumer electroni...,315,128,5.0,5.0,492.95730516314507,6.465269168838859,6.958354316651821,18.395154109023622,54.36214309884235,50.90679728433373,46.879637986421585,47.33049347996712,47.4869180470705,33.85227410566527,581.7246214220729,617.5962438038019,4824.970654717203,89.15054512635379,4297.453489020136,4139.42138671875,light
static,short,Give me a pitch deck for a presentation to venture capitalists and angel investo...,20,128,5.0,5.0,96.27521224319935,6.094260733574629,6.190627742558718,20.67641688742455,48.36427923873998,47.98547282638982,46.64371907711029,47.533239051699645,59.60728172212833,3.3424176635798064,504.28404062342736,509.37340514138435,3979.479727667065,82.55854655870444,3153.3411331898556,4079.38037109375,light
static,long,You made a mistake. Xiao (Chinese: 魈 Xiāo) is a playable Anemo character in Gens...,940,128,5.0,5.0,156.56131505966187,5.906355502083898,6.063010107725859,21.111625698412503,47.36726646660827,46.505912991724614,46.783264726400375,47.133943811059,47.20174614340067,18.045179297195748,576.384036646436,599.6144555115355,4684.487933683871,98.8443140495868,3635.4685045049773,4275.00634765625,light
static,long,Write a 500-800 word linkedin article about putting the human in the center of c...,404,128,5.0,5.0,738.1605599075556,5.962291346862912,6.700704714283347,19.102468390698192,52.34925558033865,46.946339529213006,46.86981998383999,47.25867435336113,47.35351037234068,55.22275229989271,501.80692064505445,559.1545256571649,4368.3947316966005,83.57445692883894,3746.7293660838336,4157.62353515625,light
static,short,can please write another email when the cart is about to close?Share Prompt,17,128,5.0,5.0,108.23855362832546,6.140622498467565,6.2489537466317415,20.48342893704302,48.81995114556048,48.35051610537871,46.77821323275566,47.34545685350895,52.277428284287446,5.912398125428707,541.0142443226464,549.4203033469915,4292.346119898371,88.33637751004017,3433.302063075731,4078.82861328125,light
static,medium,"When I ask you anything, you'll answer me in this format:

A: [Answer as you nor...",204,128,5.0,5.0,390.7958623021841,6.164173727855086,6.555230187252164,19.526392871591185,51.21273583790753,48.53597396295371,46.84939607977867,47.277989238500595,47.437065839767456,37.806138652674846,510.13190704476466,550.3125143867619,4299.316518646578,84.18372413793104,3607.4252067307425,4116.568359375,light
static,medium,E0129 00:14:33.428052 22066 memcache.go:238] couldn't get current server API gro...,88,128,5.0,5.0,201.64335146546364,6.183842200785875,6.385675355792046,20.04486493098952,49.888088717125356,48.69084002992769,46.87648080289364,47.55764454603195,63.044693507254124,13.316325538510457,507.8636271226481,523.4695938032473,4089.6062015878697,82.17923137254903,3342.706884655869,4092.5556640625,light
static,short,list me all the msal libraries,8,128,5.0,5.0,109.25746709108353,6.0124377477914095,6.121787844225764,20.908924526146894,47.82646753301378,47.34119745044727,46.74232937395573,47.38960526883602,52.47771423310038,4.360970067467541,502.36615314371693,508.1836906241383,3970.1850830010803,83.38265163934427,3110.9927398966365,4077.17138671875,light
static,medium,"I want you to act as an English editor, spelling corrector and improver. I will ...",188,84,5.0,5.0,370.36196887493134,4.066941153258085,4.437553690746427,18.92934843248525,52.828020127933655,48.9980485514704,46.905895695090294,47.33964614570141,57.103731296956454,25.280982230429537,333.2017438699379,360.58965653299543,4292.734006345183,81.43809039548023,1600.1359611929802,4112.07470703125,light
static,long,"Good evening, here is some code:
export class Body extends React.Component{
 ren...",462,128,5.0,5.0,605.4900847375393,5.9640279076993465,6.569766582921147,19.48318838796351,51.326301429071464,46.9600164338829,46.81915603578091,47.24758192896843,47.333234548568726,39.55016095608938,566.1668682974419,607.4917752371543,4746.029494040268,92.73611068702289,3991.0791643525013,4170.6689453125,light
static,long,"I have a model.pth now and template with index.html, style.css, main.js and have...",343,128,5.0,5.0,557.2700202465057,5.937914449721575,6.49543191306293,19.706156836557682,50.74556182080414,46.754407747758655,46.82592116296291,47.20120020210743,47.27115649729967,38.47544473896269,498.8360785209769,539.2864651135783,4213.17550869983,83.33712355212356,3502.898515781635,4144.7255859375,light
static,short,You can only get answer from the choices I give. But try to explain your choice....,59,128,5.0,5.0,199.1338636726141,6.253580879420042,6.452822722494602,19.836280261317388,50.41267751948908,49.23996063843956,46.73524759709835,47.21641130745411,57.13332295417781,8.743031757893974,516.5617568135169,526.9973246106365,4117.166598520597,82.07456809338521,3400.620310941379,4086.56005859375,light
static,long,I writing this piece of content that could start on Twitter and graduate to long...,365,128,5.0,5.0,589.7422879934311,5.978730522096157,6.568679550662637,19.48641260587717,51.31780898955185,47.07574204901072,46.95528745651245,47.323278337717056,47.419654577970505,39.24869792632013,499.1058371254299,540.0273769576177,4218.963882481388,82.4943358778626,3547.266787819486,4149.376953125,light
static,short,"I want to improve my English listening ability.
Can you give me 20 TV shows from...",48,128,5.0,5.0,167.192867025733,6.196005424484611,6.363291988149285,20.11537428085676,49.71321865741629,48.786619282144265,46.811364591121674,48.26223626732826,54.827211983501876,8.231105199362151,517.7627276472878,527.8011677129352,4123.446622757307,83.2413031496063,3358.552941843558,4084.72216796875,light
static,short,Let's update the outline so that we consider the following principals as themati...,79,128,5.0,5.0,156.68850019574165,6.120948513969779,6.277729386463761,20.389537700684844,49.044760831748135,48.19512880575939,46.835483983159065,47.49288931488991,54.06826436519619,9.560840538062156,547.1812993920726,558.9856986438465,4367.07577065505,89.54977600000001,3509.1609469894515,4091.0634765625,light
static,short,"Suggest a study plan which I can follow
and some online lecture materials which ...",25,128,5.0,5.0,124.50911477208138,6.080126414075494,6.204727489501238,20.629431383825235,48.47443351172842,47.87417485078019,46.709656715393066,47.23642207682133,52.409597299993024,4.808768796249293,505.03520209669324,512.2652987186527,4002.0726462394746,83.02702834008099,3178.466580877188,4080.30126953125,light
static,short,Write a report on Marshall AI,7,128,5.0,5.0,103.17890718579292,6.10965128056705,6.212924005463719,20.60221562141035,48.53846879268531,48.106653982494755,46.70456051826477,47.24142923951149,56.10972810536619,4.339974446482956,508.56912195295837,515.4312394154183,4026.8065579329555,83.20346370967744,3202.33512052997,4076.98779296875,light
static,long,rewrite my generateScreenshot function so the logic is similar to this rest endp...,658,128,5.0,5.0,133.48648883402348,5.911397058516741,6.0449924152344465,21.174550968404432,47.22650324401911,46.54560761716892,46.75545357167721,47.13276959955692,47.21825439482927,5.829612484189682,577.8514716171092,587.1640106784002,4587.218833425002,97.44935684647302,3549.401991049567,4217.15966796875,light
static,short,can you show it in code?,8,128,5.0,5.0,100.06210766732693,6.154055584222078,6.254213012754917,20.466204099373535,48.86103916214779,48.45630229399429,46.70880362391472,47.14745581150055,53.18767149001359,2.889015495225787,570.5864579214091,574.9187734496231,4491.552917575181,92.36153012048193,3595.664474185729,4077.17138671875,light
static,short,Which party has the higher conditional probability of retweeting a MoC? Why did ...,52,128,5.0,5.0,183.7321911007166,6.16853472404182,6.3523630406707525,20.149981854073054,49.627836255240254,48.57031052096153,46.76601476967335,47.54779972136021,63.70033659040924,11.597907241925597,502.78275764942356,516.5492633116078,4035.5411196219356,81.721209486166,3281.3084489463618,4085.34912109375,light
static,long,"Web search results:

[1] ""The World Economic Forums Annual Meeting 2023 was held...",472,128,5.0,5.0,705.1321361213923,5.965158270671964,6.6705389600247145,19.188854269059807,52.11358562519308,46.968920816352046,46.705273911356926,47.16013967990875,47.21755404025316,48.80258012655936,497.64309268965013,548.2431207190789,4283.149380617804,82.47813157894736,3657.0770963221485,4172.626953125,light
phase_aware,medium,Initialization: Create an initial population of candidate solutions (often rando...,168,128,0.0,5.0,266.37062057852745,6.217241397127509,6.483722159639001,19.74174661536187,50.654079372179694,48.95382804253439,46.93528823554516,47.40336686372757,54.258263483643454,16.488082304419947,513.8296273710412,532.592064773947,4160.875506046461,82.61807364341085,3453.17897242273,4108.47119140625,light
phase_aware,medium,Rewrite the documents above (Month 4 and Month 11) and label the months with the...,89,128,0.0,5.0,252.18703411519527,6.45366876758635,6.705947628244758,19.087533499497855,52.39021584566217,50.8154682580411,46.81893065571785,47.60567210614681,52.76302117854356,16.49598842238635,532.6758163954214,551.3129555029282,4307.132464866626,82.69395131086144,3697.075806375469,4092.658203125,light
phase_aware,long,You are a partner in a commercial team at a large global law firm based in the U...,787,128,0.0,5.0,107.58636519312859,5.911781532689929,6.019427452236414,21.264480885543993,47.026776970596984,46.548617607730584,46.762408688664436,47.1321277320385,47.20798097550869,5.649097702186555,597.778106954894,609.5640996438815,4762.219528467824,101.69739583333333,3669.226875294153,4241.16552734375,light
phase_aware,short,write some code that removes whitespace in js,11,128,0.0,5.0,101.75606422126293,6.0824760887771845,6.184300620108843,20.6975708108037,48.314848594600335,47.89267509706377,46.59917391836643,47.1689872443676,57.51030333340165,4.33325995644927,506.80049603465756,513.6283154179481,4012.7212142027197,83.24412145748987,3176.4319095446767,4077.72412109375,light
phase_aware,short,compile a list of all pokemon mentioned in any prompt above including the gym le...,55,128,0.0,5.0,186.21346540749073,6.032659770920873,6.21896992251277,20.582186695683795,48.58570251963101,47.50042479103944,46.784572303295135,47.26713374257088,54.69263736158609,11.614288750999606,500.09394767910146,514.1601209290809,4016.8759447584443,82.7611370967742,3197.5463274134827,4085.82373046875,light
phase_aware,medium,Write a story about a mother taking her toddler daughter to the bathroom after a...,106,128,0.0,5.0,275.98773315548897,6.096208479255438,6.372301556169987,20.086933876514976,49.78360590757802,48.000510708670916,46.9452403485775,48.47461357712746,51.49834491312502,15.219419011885302,502.96555708210167,520.6302299894486,4067.4236717925673,82.01625984251969,3317.6128247509014,4095.212890625,light
phase_aware,long,"Act as the prompt generator and I will give you the main keywords by: Product, F...",500,128,0.0,5.0,578.7108168005943,5.9934246856719255,6.572302086278796,19.475672043016658,51.346110049053095,47.19148332795759,46.92203924059868,47.952524572610855,48.421175964176655,40.12460046023782,571.740150571457,614.0525190395546,4797.28530499652,93.72124809160306,4035.7386519684146,4178.109375,light
phase_aware,long,"Tables:
CREATE TABLE `crm\_account` (
 `CustomerID` varchar(255) NOT NULL,
 `Cus...",1052,128,0.0,5.0,179.9672283232212,5.914741659536958,6.09477268345654,21.00160361147499,47.61541158950422,46.57193814499641,46.79347202181816,47.20967002213001,47.2881019115448,13.170699121965097,589.3113550968012,606.9079345366033,4741.468238567213,99.89031687242797,3698.96590078672,4294.86083984375,light
phase_aware,medium,Write me a story about Jack and Phil on a construction site. Jack is having a ba...,103,128,0.0,5.0,289.6065767854452,6.09545361250639,6.385183207690716,20.046409920678354,49.88424381008372,47.99486671787078,46.91413231194019,47.30943776667118,47.53273818641901,17.434828779447823,500.90071302603275,520.0445217139376,4062.8478258901373,81.4103882352941,3320.579547299384,4094.6611328125,light
phase_aware,short,generate the job descriptions for the developers respectively,9,128,0.0,5.0,95.11218033730984,6.053650908172131,6.148829445242882,20.816970309532458,48.037730040960014,47.66570860300008,46.80023528635502,47.39078581333161,55.560303106904016,4.370590398548171,498.6790115364175,504.5061648115329,3941.454412590101,82.2114081632653,3102.122361499712,4077.35595703125,light
phase_aware,short,Why do IT companies file patents on software?,11,128,0.0,5.0,96.88727743923664,6.102036727592349,6.198991358280182,20.648520477291278,48.42961998656392,48.046702152396755,46.87090776860714,47.34199419617653,56.37161601334808,2.9981369674131275,506.2455154693676,510.7409365506926,3990.163566802286,82.77382186234816,3166.07865199767,4077.72412109375,light
phase_aware,medium,5. Explain the impact of the following transactions on a company's income statem...,138,113,0.0,5.0,211.81528083980083,5.3520515114068985,5.563958240672946,20.309282548880695,49.238568501530494,47.78521484695375,46.97086475789547,47.32818175107241,49.38029376789927,15.512083064097911,499.18709244625177,519.3884590877676,4596.358045024492,93.74752702702703,2889.855697051808,4103.51904296875,light
phase_aware,medium,I want you to act as a cyber security specialist. I will provide some specific i...,85,128,0.0,5.0,208.85411836206913,6.094299988821149,6.303220145404339,20.307080674204986,49.2439073859714,47.98578145349119,46.87780328094959,47.404422238469124,54.1716298088431,11.630073175475934,502.45242051360384,516.4863033884195,4035.0492452220274,82.37396414342629,3255.5268723433032,4092.25,light
phase_aware,long,"// store/inventorySlice.ts

import {createSlice, current} from '@reduxjs/toolkit...",884,128,0.0,5.0,166.8710596859455,5.909662965685129,6.076597345992923,21.064420219385898,47.47341676556971,46.53194969094644,46.691250056028366,47.18840643763542,47.26112652570009,8.61680567635782,586.8222917973696,599.1313259862493,4680.713484267572,98.79157851239668,3640.679825389263,4263.1806640625,light
phase_aware,medium,Create a powershell script that allows me to choose several different .csv files...,87,128,0.0,5.0,230.1490344107151,6.006037088111043,6.236246602609754,20.525166523471725,48.7206765828887,47.29079183807054,46.907272189855576,47.416747733950615,49.54893831163644,14.404644913829863,502.1475630198437,519.0066734950803,4054.739636680315,83.43562650602411,3236.6536043154847,4092.4541015625,light
phase_aware,long,"please implement and modify this code with the code you have provided

php
 $jso...",989,128,0.0,5.0,153.06244231760502,5.926500421017408,6.079631805419922,21.05390656813945,47.49712347984314,46.66453569130165,46.83110862970352,47.22421169281006,47.353290766477585,7.244689977686853,630.159678342659,640.9556637537619,5007.466123076265,105.98179752066116,3896.7744392214076,4284.6826171875,light
phase_aware,short,can you write me a rap song about rainbows and unicorns in the style of Joyner L...,24,128,0.0,5.0,137.46150024235249,6.027721483260393,6.165245110169053,20.761542763137637,48.16597742319573,47.461539594911216,46.66387662291527,47.271450608968735,47.90265038609504,6.805046460660174,503.157721584714,513.0468325462574,4008.178379267636,83.50074796747968,3163.0594756435344,4080.11669921875,light
phase_aware,medium,"we currently named our business ""muscles and meows"" because we jokingly admit to...",152,41,0.0,5.0,346.0279367864132,1.99891472235322,2.3450414687395096,17.483699348838396,57.196133383890476,49.97027963399887,47.01261967420578,47.49153386801481,50.36844518035648,26.56396578906476,162.08912795616035,190.72616751484668,4651.857744264553,81.47913829787237,447.2607719960738,4105.58837890625,light
phase_aware,long,"Web search results:

[1] ""Writing a summary is a great way to process the inform...",420,128,0.0,5.0,653.3067561686039,5.980231359601021,6.633702093735337,19.29540974124829,51.82579760730732,47.08760863859353,46.98899760842323,47.64324203133583,48.006415367126465,43.07450320225768,494.4377154944492,539.7896596901016,4217.106716328919,81.60494318181817,3580.8037956629123,4161.00634765625,light
phase_aware,short,Write a business proposal for the need of an IT intern for a semi-conductor manu...,21,128,0.0,5.0,141.94470085203648,6.104102671146393,6.246107243001461,20.49276373591238,48.797712835948914,48.06279850111702,46.797165647149086,47.42075130343437,58.97608287632464,5.802172928228973,505.9962061035177,513.2432780440142,4009.7131097188612,82.52542971887549,3205.77255641253,4079.56494140625,light
phase_aware,medium,"async get\_file\_type(file\_name: string): Promise {
 const file\_type\_extensio...",238,128,0.0,5.0,423.41495491564274,6.226351499557495,6.649948393926024,19.24826967332762,51.952721827547066,49.02556977110115,46.96882888674736,47.34208844602108,47.470468655228615,27.347896423607136,543.0573278337866,572.6995249773069,4474.21503888521,86.52438490566037,3808.422286325039,4123.1005859375,light
phase_aware,short,"now a similar, more gracile, closely-related one",14,128,0.0,5.0,116.79476872086525,6.053890693932772,6.170774396508932,20.742939504062086,48.20917497272603,47.66759905582807,46.864764764904976,47.55418263375759,55.146820284426205,5.622011345010251,513.4584156467151,520.9467956089172,4069.896840694666,84.86130081300811,3214.6451482868783,4078.27587890625,light
phase_aware,long,covert this into instagram text video reel which will have a bacground song'How ...,426,128,0.0,5.0,624.1827998310328,5.959416786208749,6.583762159571052,19.441771573403788,51.43564187164884,46.92370513468746,46.9230692833662,47.27608151733875,47.360349632799625,42.44006798854935,498.83150398822687,543.1777443099422,4243.576127421424,82.97429770992366,3576.153078908958,4162.27490234375,light
phase_aware,medium,"Now I get this:
UDP server listening on 0.0.0.0:50055
Received 8 bytes from 10.1...",178,128,0.0,5.0,404.5242015272379,6.182393981143832,6.587083660066128,19.431968167642037,51.46159109426662,48.67944395624277,46.968039125204086,47.35768772661686,47.96180352568626,25.88250680141337,507.39593484428894,535.3476417304482,4182.403451019127,81.46344486692017,3526.379703297571,4110.27294921875,light
phase_aware,long,Below is some data from a file. What file format do you think this data is from?...,1019,128,0.0,5.0,179.40186150372028,5.919791588559747,6.099261373281479,20.986147693345103,47.650479478761554,46.61170022166151,46.87576740980148,47.210248559713364,47.261726669967175,10.032344596894458,580.9246737891007,592.4002919886893,4628.127281161635,97.27579012345679,3613.2042184472825,4288.240234375,light
phase_aware,medium,Please write a program which asks for tomorrow's weather forecast and then sugge...,291,128,0.0,5.0,1109.1315019875765,6.205325111746788,7.314638238400221,17.4991565991642,57.145611237501726,48.86000540371486,46.92550748586655,47.30471149086952,47.37058524042368,70.05602938688547,565.2020943109002,636.6754572356175,4974.027009653261,87.19562328767122,4657.050644946592,4133.72998046875,light
phase_aware,short,"the last response got cut, could you generate again the javascript file?",17,128,0.0,5.0,103.74943725764751,6.090397987514734,6.194213964045048,20.66444600444692,48.392296594101936,47.95505691642367,46.78031615912914,48.67479130625725,57.2179529815912,4.6937061461862175,498.7294062788794,505.5254174563224,3949.4173238775184,81.95023481781375,3131.3325999876542,4078.82861328125,light
phase_aware,long,"You are AdventBot, a chatbot that solves small coding puzzles from Advent of Cod...",462,128,0.0,5.0,676.6482926905155,6.216926308348775,6.893755463883281,18.56752834802427,53.85746456158813,48.951337407306426,46.925511211156845,47.3051093518734,47.376763075590134,47.12487653422169,512.1665998741473,561.606947612769,4387.554278224758,81.71292,3871.5809636603376,4170.6689453125,light
phase_aware,medium,"having this documentation site structure, how would you organize this better for...",255,128,0.0,5.0,466.81315265595913,6.360835550352931,6.8278124034404755,18.746853668021387,53.342284401878715,50.084482673115616,46.86020500957966,47.305040434002876,47.45189882814884,28.180682831700892,514.3453352905456,544.5208802191391,4254.069376712025,80.10804044117647,3717.8864198925635,4127.05859375,light
phase_aware,long,Please make the following this to a dialogue for me as a chairman and Dr.Hasan a...,490,128,0.0,5.0,629.274008795619,5.936484891921282,6.565940739586949,19.494540855093405,51.29641202802304,46.743148629824944,46.69716767966747,47.12505750358105,47.26981371641159,46.34073210906517,561.705488551287,610.51205930641,4769.625463331328,93.19371374045801,4008.5860022090815,4176.1513671875,light
phase_aware,short,I have significant teeth overbite which makes it difficult for me to quickly and...,32,128,0.0,5.0,193.33883374929428,6.002259353175759,6.195684302598238,20.6595419889812,48.403783614048734,47.26105290428391,46.71687260270119,47.64324575662613,52.42841951549049,10.770404478049837,491.09257239792964,503.8215854999451,3936.106136718321,81.64812550607289,3121.519488592166,4081.58935546875,light
phase_aware,medium,You are a professional developer that builds very robust SAAS. You are also an e...,222,128,0.0,5.0,493.47575940191746,6.323224263265729,6.816867994144559,18.77695154284157,53.25678120425437,49.788346587438284,47.05890454351902,47.47547805309296,49.21149034053086,31.393291361251848,510.8188565751323,544.0288356958581,4250.2252788738915,80.02857352941177,3708.572757946824,4120.3427734375,light
phase_aware,medium,"cs3492 Based on the syllabus outlined below, Write multiple choice questions and...",147,128,0.0,5.0,387.260802090168,6.226835649460554,6.614201253280044,19.352298954695947,51.67344729125034,49.029367601894954,47.09064960479736,47.464898601174355,48.81677199155091,23.95420037831273,515.553964111926,541.4003908419982,4229.690553453111,82.06692045454545,3580.9311436334497,4104.68798828125,light
phase_aware,medium,"hi could you pleasse help me, i need to send an email this is the information , ...",165,128,0.0,5.0,297.51513339579105,6.315810052677989,6.613440046086907,19.354526405019133,51.667500360053964,49.72995999525851,46.95658199489117,47.37876430153847,53.68881858885283,17.406238941960037,554.8421866305387,574.3440175397013,4487.0626370289165,87.08429924242425,3798.389725827502,4107.93115234375,light
phase_aware,long,I am a product designer. My company is a one-to-one online tutoring platform. We...,1059,128,0.0,5.0,132.22825713455677,5.931065510958433,6.063354356214404,21.110427080484133,47.36995590792503,46.70048226404378,46.848323196172714,47.25143350660801,47.32060991227627,11.479652235738934,577.8854551381451,593.9023998575881,4639.862498887407,98.27431404958678,3601.0407033426955,4298.34521484375,light
phase_aware,short,I wrote a script to run on a website. I run it in the chrome console. What's the...,33,128,0.0,5.0,162.3183786869049,5.999782856553793,6.1621746476739645,20.771887737442842,48.14198943495285,47.24152392055106,46.747226268053055,47.235704213380814,53.20874936878679,7.186927644934506,489.85530484454523,498.64323288008575,3895.65025687567,81.14629268292684,3072.726687887849,4081.77392578125,light
